ID,Name,Price ($),Rating,Number of Ratings,Product Info
601,"Acer Nitro 5 Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-11800H Upto 4.6GHz, 16GB RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 3050 Ti Laptop GPU, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",965.5,,,Resolution: 1920 x 1080Weight: 5 - 5.9 lbs.Color: BlackOperating System: Windows 11 ProModel #: Nit3050Tii7-16512nPReturn Policy: View Return Policy
602,"ASUS ZenBook 13 Ultra-Slim Laptop, 13.3"" OLED FHD NanoEdge Bezel Display, AMD Ryzen 7 5700U, 8GB LPDDR4X RAM, 512GB PCIe SSD, NumberPad, Wi-Fi 5, Windows 10 Home, Pine Grey, UM325UA-DS71",899.99,rated 4.4 out of 5,23,Type: Home / PersonalResolution: 1920 x 1080Weight: 2.50 lbs.Graphics Card: AMD Radeon GraphicsModel #: UM325UA-DS71Return Policy: View Return Policy
603,"HP 250 G9 Laptop, 15.6"" FHD Display, Intel Core i5-1235U Upto 4.4GHz, 8GB RAM, 512GB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",$599.99 ,,,Type: MainstreamResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: 250G9i512-8512nPItem #: 9SIAA0SJVX8995Return Policy: View Return Policy
604,"HP ProBook 450 G9 Laptop, 15.6"" IPS FHD Display, Intel Core i7-1255U Upto 4.7GHz, 32GB RAM, 512GB NVMe SSD, HDMI, DisplayPort via USB-C, Wi-Fi, Bluetooth, Windows 11 Pro",959.99,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: 450G9i71-32512nPItem #: 9SIAA0SJVX9436Return Policy: View Return Policy
605,"HP 15.6"" Touchscreen Laptop, Intel 11th Gen 4-core i5-1135G7, 32GB DDR4 RAM, 2TB PCIE SSD, Intel Iris Xe Graphics, Webcam, Bluetooth, Card Reader, Windows 11 Home S 2 TB 32GB",749.99,,,Type: Work / BusinessResolution: 1366 x 768Weight: 3.75 poundsWLAN: 802.11ac Wireless LANModel #: 003720-32-2048Return Policy: View Return Policy
606,"Refurbished Dell 7490 Latitude Laptop Intel Core i5-8350U 1.7GHz 8 GB RAM 512 GB SSD 14"" FHD Windows 10 Pro",189.97,rated 5 out of 5,1,Color: BlackType: Everyday ValueWeight: 2.7800Model #: LT-DE7490/i5-G8-8-512-PReturn Policy: View Return Policy
607,"ASUS VivoBook S Laptop, 15.6"" FHD Display, AMD Ryzen 9 6900HX Upto 4.9GHz, 16GB RAM, 1TB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Home (S3502RA-DB94)",939.99,,,Type: MainstreamResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: AMD Radeon 680MModel #: S350Ry969-161nHItem #: 9SIAA0SJVS3773Return Policy: View Return Policy
608,"HP 250 G8 Laptop, 15.6"" IPS FHD Display, Intel Core i7-1165G7 Upto 4.7GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",739.99,,,Type: MainstreamResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: 250G8i711-16512nPItem #: 9SIAA0SJVY0015Return Policy: View Return Policy
609,15.6 Inch IPS Sceren Windows 10 Pro Fingerprint Locks Intel 16GB RAM 256GB RAM Dual WiFi 2.4G/5.0G Laptop,$320.00 ,,,Type: Everyday ValueColor: SilverModel #: 90013Item #: 9SIAU3XHYR6919Return Policy: View Return Policy
610,"Refurbished DELL Latitude 5290 laptop - GRADE A  - Intel Core i5 8th Gen 8350U (1.70GHz) 8GB Memory 256GB SSD - 12.5"" 1366x768 Display Intel UHD Graphics 620 - Webcam - BlueTooth - Windows 10 Pro",145,,,Type: Everyday ValueGraphics Card: Intel UHD Graphics 620WLAN: YesVideo Memory: Shared system memoryModel #: 5290-i5-8350u-8-256-HD-AReturn Policy: View Return Policy
611,"Lenovo Ideapad Duet 3i 10.3"" FHD Touchscreen Laptop, Intel Celeron N4020, 4GB RAM, 64GB HD, Windows 11, Graphite Gray, 82AT00F0US Tablet Notebook",229,,,Type: Everyday ValueModel #: 82AT00F0USReturn Policy: View Return Policy
612,"Lenovo IdeaPad 3i 15ITL6 15.6"" Laptop Computer - Grey",464.78,,,Color: GreyModel #: Lenovo IdeaPad 3iItem #: 9SIB8H9JYD7581Return Policy: View Return Policy
613,"Dell Inspiron 3510 Laptop, 15.6"" HD Display, Intel Celeron N4020 Upto 2.8GHz, 8GB RAM, 128GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Home S",365.78,,,Type: MainstreamResolution: 1366 x 768Weight: 3 - 3.9 lbs.Graphics Card: Intel UHD Graphics 600Model #: Ins3510CelN-8128nHReturn Policy: View Return Policy
614,"ASUS - TUF Gaming A16 16"" FHD 165Hz Gaming Laptop-AMD Ryzen 7-16GB DDR5 Memory-AMD Radeon RX7600S V8G-512GB PCIe SSD - OFF BLACK
Notebook","1,286.00",,,Model #: FA617NS-A16.R77600Return Policy: View Return Policy
615,"Lenovo Ideapad 1 Laptop, 15.6"" HD Display, AMD Athlon Silver 3050U Processor, 20GB RAM, 1TB PCIe SSD + 128GB eMMC, Webcam, HDMI, USB Type-C, Wi-Fi 6, SD Card Reader, Windows 11 Home, Grey",389,,,Type: Everyday ValueResolution: 1366 x 768Display Type: HDColor: GreyModel #: IDEAPAD0223-J1_CTO_N1Return Policy: View Return Policy
616,"Lenovo X1 Yoga Gen 6 (ThinkPad), 2 in 1, Laptop, 14"" WQUXGA 4K, Touchscreen, Core i7 11th Gen., Iris Xe, 16GB, 512GB PCIe, Cam, Backlit KBD, Fingerprint, Windows 10 Pro, 2-Yr Lenovo WTY- 20Y0S3QU00",,,,
617,"Lenovo Thinkpad 13 FHD (1920x1080) 13.3"" IPS Grade A Business Laptop, Intel 7th Gen Celeron 3865U Professor, 1.8GHz Base Frequency, 16GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,
618,"HP EliteBook 830 G6 13.3"" FHD Grade A Business Laptop, Intel Core i7-8665U Processor, 1.9GHz Base Frequency, 8GB DDR4 RAM, 512GB Solid State Drive, Wi-Fi, Bluetooth, Camera, Windows 10 Pro 64 bit",,,,
619,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro","2,049.99",,2,
620,"Lenovo Thinkpad T480s 14"" Full HD 1920 x 1080 Ultrabook- 8th Gen Intel QUAD Core i5-8350U 1.7GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth, Webcam Windows 10 Pro",269.9,,,
621,"Lenovo ThinkPad L380 Yoga 2-in-1 Laptop, 13.3"" FHD Touchscreen, Intel Core i5-8250U, 16GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, for Education, Gaming, Business, Windows10 Pro 64 bit",279.9,,,
622,"Microsoft Notebooks Surface Laptop 5 Intel Core i7 12th Gen 16GB Memory 512 GB SSD Intel Iris Xe Graphics 13.5"" Touchscreen Windows 10 Pro RBI-00026 Matte Black","1,685.68",,,Resolution: 2256 x 1504Weight: 2.86 lbGraphics Card: Intel Iris Xe GraphicsPart Number: RBI-00026Model #: RBI-00026Return Policy: View Return Policy
623,"New HP 15.6"" Full HD (1920x1080) TouchScreen Laptop, 11th Gen Intel Core i7-1165G7 Processor, 32GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Wifi-AC, Bluetooth,HDMI,USB, Windows 11 Pro",947.79,,,Type: MainstreamResolution: 1920 x 1080Weight: 3.75Graphics Card: Intel Iris Xe GraphicsModel #: HP11i732512SDItem #: 9SIAKKBJGM5299Return Policy: View Return Policy
624,"Lenovo IdeaPad 3 Touchscreen Laptop, 15.6"" IPS Anti-Glare FHD 300nits, Intel Core i5-1135G7, 12GB RAM, 256GB PCIe SSD, USB-C, HDMI, Wi-Fi 6, BT 5, Backlit, Webcam, SD Card Reader, Win 10",599.99,,,Color: BlackModel #: 850001796125Item #: 9SIA9JJGCJ1001Return Policy: View Return Policy
625,"New ASUS VivoBook 16"" LCD WUXGA Laptop | AMD Ryzen R7-5800H( Beat i7-1195G7) Processor | 24GB DDR4 RAM | 1024GB SSD | AMD Radeon Graphics | Windows 11 Home | with Wireless Mouse Bundle",$819.99 ,,,Type: Everyday ValueColor: BlueOperating System: Windows 11 HomeCPU: AMD Ryzen R7-5800H( Beat i7-1195G7) ProcessorAMD Ryzen R7-5800H( Beat i7-1195G7) ProcessorModel #: ASUS-24G/1TItem #: 9SIAEYJJTJ6214Return Policy: View Return Policy
626,"Lenovo Yoga 7i 16'' 2.5K Touchscreen 2-in-1 Laptop, 12th Intel Evo Platform 12-Core i5-1240P, 8GB LPDDR5 RAM, 1TB SSD, Iris Xe Graphics, Backlit KB, FP, Win11 Home 1 TB",846.69,,,Type: Work / BusinessResolution: 2560 x 1600Weight: 4.18 lbsWLAN: 802.11ax Wireless LANModel #: 003698-8-1024Return Policy: View Return Policy
627,"Open Box ASUS ROG Zephyrus Duo 16 (2023) Gaming Laptop, 16” Mini LED 240Hz/3ms, QHD 16:10 Display, 100% DCI-P3, NVIDIA GeForce RTX 4090, AMD Ryzen 9 7945HX, 32GB DDR5, 2TB SSD, Windows 11 Pro, GX650PY-XS97","$3,999.99 ",,,Resolution: 2560 x 1600Weight: 5.89 lbs.Part Number: 90NR0BI1-M000F0Color: BlackModel #: GX650PY-XS97Item #: N82E16834236359RReturn Policy: Standard Return Policy
628,"Refurbished HP ENVY 17-cr0013dx Laptop (TOUCHSCREEN) Intel Core i7-1260P 12-Core Processor (3.40GHz) 12GB DDR4-3200 MHz RAM (1x4 GB, 1x8GB) 512GB Intel Iris Xe Graphics Windows 11 Home 64-Bit",$899.99 ,rated 5 out of 5,1,Graphics Card: Intel Iris Xe Graphics (Integrated)Part Number: 66B42UAR#ABAColor: Natural SilverOperating System: Windows 11 Home 64-BitModel #: 66B42UAR#ABAItem #: N82E16834841123Return Policy: Standard Return Policy
629,"Samsung - Galaxy Book3 Pro 360 2-in-1 16"" 3K AMOLED Touch Screen Laptop -Intel 13th Gen Evo Core i7-1360P -16GB Memory -1TB SSD - Graphite Notebook P960QFG-KA1US","2,398.99",,,Type: Everyday ValueModel #: P960QFG-KA1USReturn Policy: View Return Policy
630,"2022 ASUS ExpertBook P2451 14"" Thin & Light FHD (Intel 4-Core i7-10510U, 16GB RAM, 512GB PCIe SSD) Business Laptop, Backlit KB, Fingerprint, Webcam, 3-Year Warranty, Windows 10 Pro",849.99,,,Type: Work / BusinessColor: BlackModel #: ASUS EB P2451 16 512Item #: 9SIADG3HPK3371Return Policy: View Return Policy
631,"Refurbished Dell XPS 17 9720 Laptop (2022) | 17"" 4K Touch | Core i7 - 1TB SSD - 32GB RAM - RTX 3060 | 14 Cores @ 4.7 GHz - 12th Gen CPU - 12GB GDDR6","1,899.00",rated 2 out of 5,1,Type: WorkstationResolution: 3840 x 2400Part Number: XPS 9720 LaptopWLAN: 802.11ac Wireless LANModel #: 196105402525Return Policy: View Return Policy
632,"New ASUS VivoBook 16"" LCD WUXGA Laptop | AMD Ryzen R7-5800H( Beat i7-1195G7) Processor | 12GB DDR4 RAM | 512GB SSD | AMD Radeon Graphics | Windows 11 Home | with Wireless Mouse Bundle",649.99,,,Type: Everyday ValueColor: BlueOperating System: Windows 11 HomeCPU: AMD Ryzen R7-5800H( Beat i7-1195G7) ProcessorAMD Ryzen R7-5800H( Beat i7-1195G7) ProcessorModel #: ASUS-12G/512Item #: 9SIAEYJJTJ5839Return Policy: View Return Policy
633,"Refurbished HP Elitebook 840 G5 14"" FHD Business Laptop Computer, Intel Quad-Core i5-8350U, 16GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Wi-Fi, Bluetooth, Type-C, HDMI, Windows 11 Pro",$299.00 ,,,Color: SilverOperating System: Windows 11 ProResolution: 1920 x 1080Model #: HP-840G5-i5-8350-16-512-BK-win11Item #: 9SIBDSAJZ44262Return Policy: View Return Policy
634,"Lenovo - Ideapad 3 17 17"" Laptop - Intel Core i5 - 8GB Memory - 1024GB HDD - Abyss Blue
81WF004CUS Notebook PC Computer",489.99,,,Type: NotebooksPart Number: 81WF004CUSWLAN: WiFi 5 - 802.11 acBluetooth: Bluetooth 5.0Model #: 81WF004CUSReturn Policy: View Return Policy
635,"Open Box MSI Laptop Creator M16 Intel Core i7 11th Gen 11800H (2.30GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce RTX 3050 Ti Laptop GPU 16.0"" Windows 10 Pro 64-bit Creator M16 A11UD-671","$1,599.00 ",,,Type: Content CreationResolution: 2560 x 1600Weight: 4.97 lbs.Graphics Card: NVIDIA GeForce RTX 3050 Ti Laptop GPUModel #: CreatorM16A11UD-671Item #: N82E16834156056RReturn Policy: Standard Return Policy
636,"Dell - Inspiron 3511 15.6"" Touch Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Notebook i3511-5174BLK-PUS",479.99,,,Type: Everyday ValueResolution: 1920 x 1080Graphics Card: Intel UHD GraphicsPart Number: i3511-5174BLK-PUSModel #: i3511-5174BLK-PUSReturn Policy: View Return Policy
637,"Refurbished DELL Laptop Latitude 5400 Intel Core i5 8th Gen 8365U (1.60GHz) 16GB Memory 512 GB NVMe SSD Intel UHD Graphics 620 14.0"" FHD Windows 10 Pro 64-bit",283.99,rated 5 out of 5,6,Type: Work / BusinessResolution: 1920 x 1080Graphics Card: Intel UHD Graphics 620Webcam: YesModel #: NE5-33294Return Policy: View Return Policy
638,"*OPEN CARTON* Dell Inspiron 3511 15.6"" Full HD LED Laptop,11th Gen Intel Core i7-1165G7 Processor,16GB DDR4 RAM,512GB SSD, Intel Iris Xe Graphics,Wifi-AC,Bluetooth,HDMI,USB,Windows 11 Pro",699.99,,,Type: MainstreamResolution: 1920 x 1080Weight: 4Graphics Card: Intel Iris Xe GraphicsModel #: DELL3511i716512SDHNTItem #: 9SIAE4NJNX2836Return Policy: View Return Policy
639,"HP 250 G8 Laptop, 15.6"" IPS FHD Display, Intel Core i7-1165G7 Upto 4.7GHz, 16GB RAM, 1TB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Pro",749.99,,,Type: MainstreamResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: 250G8i711-161nPItem #: 9SIAA0SJVY0012Return Policy: View Return Policy
640,"Hasee Shinelon A3-D1 (13.3'', Intel, Aluminum), 180°-hinge Dsiplay Laptop Computer, Intel Celeron 5205U, 4G DDR4 RAM, 256G M.2 SSD, 13.3'' FHD 72% NTSC IPS Display, Backlit Keyboard, Win10, Space Gray",$569.99 ,,,Type: MainstreamResolution: 1920 x 1080Weight: 2.8 PoundsGraphics Card: Intel UHD GraphicsModel #: XUANLONG-A3-D1Item #: 9SIBDT0J1F3070Return Policy: View Return Policy
641,"ASUS ROG Zephyrus G15 Ultra Slim Gaming Laptop, 15.6” 240Hz QHD Display, GeForce RTX 3080, AMD Ryzen 9 6900HS, 16GB DDR5, 1TB PCIe NVMe SSD, Wi-Fi 6, Windows 11, Eclipse Gray, GA503RS-PH94","1,719.00",rated 2 out of 5,1,Resolution: 2560 x 1440Weight: 4.19 lbs.Part Number: 90NR0AY2-M004P0Color: Eclipse GrayModel #: GA503RS-PH94Return Policy: View Return Policy
642,"ASUS VivoBook 14 Thin and Light Laptop, 10th Gen Intel Core i3-1005G1 Processor (Up to 3.4Ghz), 8GB DDR4  256GB PCIe SSD, 14 inch IPS FHD Display, USB, HDMI, Bluetooth, WiFi, Windows 10",389,,,Type: GamingResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: Intel HD GraphicsModel #: 301-XXVivoBook14i3-001Item #: 9SIB6HNJMF8400Return Policy: View Return Policy
643,"Newest HP 17 Notebook Laptop, 17.3"" HD+ LED Display, 11th Gen Intel Core i3-1125G4(Up to 4.1GHz), 16GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi, Bluetooth, HD Webcam, Windows 11 Home, Cefesfy",599.69,,,Type: Everyday ValueResolution: 1600 x 900Weight: 5 - 5.9 lbs.WLAN: 802.11a/b/g/n/acModel #: HP-i7-16-1TReturn Policy: View Return Policy
644,"MSI Katana GF66 15 Gaming Laptop, 15.6"" FHD (1920 x 1080) 144Hz Display, Intel 14-Core i9-12900H Processor, NVIDIA GeForce RTX 3070 TI 8G GDDR6, 32GB DDR4  1TB PCIe SSD, Backlit , Windows 10 Pro","2,109.00",,,Type: GamingResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: GeForce RTX 3070 TiModel #: GF661512900H3070TI-pu-007Item #: 9SIBMCUJWG7453Return Policy: View Return Policy
645,"ASUS VivoBook R Laptop, 15.6"" FHD Touch Display, Intel Core i5-1135G7 Upto 4.2GHz, 8GB RAM, 512GB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 10 Pro",629.99,,,Type: Home / PersonalResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: VivoRTi511-8512nPItem #: 9SIAA0SJT30930Return Policy: View Return Policy
646,"Lenovo IdeaPad 3 14.0"" HD LED Non-Touchscreen Laptop PC, Intel Pentium Gold 6405U Dual Core Processor, 4GB DDR4 RAM, 128GB SSD, HDMI, Webcam, WiFi, Bluetooth 5, Windows 10 S, Black",314.99,rated 5 out of 5,1,Color: BlackModel #: 14 6405U 4GB 123GBItem #: 9SIA9JJD3F8612Return Policy: View Return Policy
647,"ASUS Vivobook 14"" HD Touch Screen Laptop Computer, 11th Gen Intel Core i3-1115G4, 8GB Memory, 128GB SSD, Intel UHD Graphics, Windows 11 Home, Silver - X1400EA-I38128",309,,,Type: Work / BusinessColor: SilverModel #: B0C46HKXItem #: 9SIAKZ3JV34255Return Policy: View Return Policy
648,"Refurbished HP 17-cn0023dx 17.3"" IPS FHD Laptop (Intel i5-1135G7 4-Core, 8GB RAM, 256GB SSD, Intel Iris Xe, Webcam, HDMI, Win 11",389.99,,,Type: MainstreamResolution: 1920 x 1080Weight: 5.24Graphics Card: Intel Iris Xe GraphicsModel #: 668S3UA-RReturn Policy: View Return Policy
649,"MSI Prestige 13Evo 13.3"" Laptop A13M-074US, Intel Evo i7-1360P, 16GB RAM, 1TB SSD, Win 11 Home, Iris Xe Graphics","$1,299.00 ",rated 4.6 out of 5,43,Resolution: 1920 x 1200Weight: 3.77 lbsGraphics Card: Intel Iris Xe GraphicsBluetooth: Bluetooth 5.2Model #: Prestige 13Evo A13M-074USItem #: N82E16834156465Return Policy: Standard Return Policy
650,"Intel NUC M15 Laptop, 15.6"" IPS FHD Touch Display, Intel Core i7-1165G7 Upto 4.7GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Thunderbolt, Wi-Fi, Bluetooth, Windows 10 Pro",799.99,,,Type: Content CreationResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: M15Ti711G7-16512nPItem #: 9SIAA0SJRH1823Return Policy: View Return Policy
651,"New Asus ROG 15.6"" FHD Laptop | AMD Ryzen 7 4800H Processor | NVIDIA GeForce RTX 3060 | 16GB RAM | 1TB SSD | Windows 11 Home | Backlit Keyboard | Bundle with Mouse Pad","1,045.00",,,Type: GamingColor: GrayScreen: 15.6Model #: AR/16/1024/Z96Return Policy: View Return Policy
652,"Lenovo IdeaPad 3 Laptop, 15.6"" IPS FHD Touch Display, Intel Core i5-1135G7 Upto 4.2GHz, 20GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro S",659.99,,,Type: Home / PersonalResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: IdPad3Ti511-20512nPReturn Policy: View Return Policy
653,"GIGABYTE AORUS 15 Thin Bezel Gaming Laptop, 15.6"" FHD 240Hz, Intel 8-Core i7-11800H, NVIDIA RTX 3070 8GB GDDR6, 32GB DDR4  1TB PCIe SSD, Thunderbolt 4 RGB Backlit Win10","2,219.00",rated 4.1 out of 5,36,Resolution: 1920 x 1200Weight: 4 - 4.9 lbs.Color: BlackCPU: i7-11800HModel #: AORUS-132SF56566Return Policy: View Return Policy
654,New Lenovo Legion 5 17.3 FHD Laptop | AMD Ryzen 7 4800H | GTX1660Ti  | 16G Memory | 512GB SSD+1TB HDD | Backlit Keyboard | Windows 10 Home,"$1,599.99 ",,,Color: BlackOperating System: Windows 10 HomeCPU: AMD Ryzen 7 4800HScreen: 17.3Model #: lenovo legion/16/512/1Return Policy: View Return Policy
655,"ASUS VivoBook S Laptop, 15.6"" FHD Display, AMD Ryzen 9 6900HX Upto 4.9GHz, 16GB RAM, 2TB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Home","1,099.99",,,Type: MainstreamResolution: 1920 x 1080Weight: 3 - 3.9 lbs.Graphics Card: AMD Radeon 680MModel #: S350Ry969-162nHItem #: 9SIAEYAJVS3792Return Policy: View Return Policy
656,ZEUSLAP 15.6 Laptop Intel Core i9 9th Gen 9880H(2.3 GHz) 32GB DDR4 RAM + 1 TB SSD Intel UHD Graphics 630 with Fingerprint Unlock Windows 11 Pro 64-bit Business Laptop,779,,,Type: Work / BusinessColor: GrayModel #: 6974065451272Return Policy: View Return Policy
657,"Open Box MSI Vector GP66 12UHSO-673 15.6"" 165 Hz Intel Core i9 12th Gen 12900H (2.50GHz) NVIDIA GeForce RTX 3080 Ti Laptop GPU 32 GB DDR5 Memory 1 TB NVMe SSD SSD Windows 11 Home Gaming Laptop","1,899.00",,,Resolution: 2560 x 1440Weight: 5.25 lbs.Color: BlackOperating System: Windows 11 HomeModel #: Vector GP66 12UHSO-673Item #: N82E16834156395RReturn Policy: Standard Return Policy
658,"Lenovo X1 Yoga Gen 6 (ThinkPad), 2 in 1, Laptop, 14"" WQUXGA 4K, Touchscreen, Core i7 11th Gen., Iris Xe, 16GB, 512GB PCIe, Cam, Backlit KBD, Fingerprint, Windows 10 Pro, 2-Yr Lenovo WTY- 20Y0S3QU00",,,,
659,"Lenovo Thinkpad 13 FHD (1920x1080) 13.3"" IPS Grade A Business Laptop, Intel 7th Gen Celeron 3865U Professor, 1.8GHz Base Frequency, 16GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,
660,"HP EliteBook 830 G6 13.3"" FHD Grade A Business Laptop, Intel Core i7-8665U Processor, 1.9GHz Base Frequency, 8GB DDR4 RAM, 512GB Solid State Drive, Wi-Fi, Bluetooth, Camera, Windows 10 Pro 64 bit",,,,
661,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro","2,049.99",,2,
662,"Lenovo Thinkpad T480s 14"" Full HD 1920 x 1080 Ultrabook- 8th Gen Intel QUAD Core i5-8350U 1.7GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth, Webcam Windows 10 Pro",269.9,,,
663,"Lenovo ThinkPad L380 Yoga 2-in-1 Laptop, 13.3"" FHD Touchscreen, Intel Core i5-8250U, 16GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, for Education, Gaming, Business, Windows10 Pro 64 bit",279.9,,,
664,"Refurbished Dell Latitude 5501 Laptop 15.6"" - GRADE A - Intel Core i7 9th Gen - i7-9850H - Six Core 4.6Ghz - 512GB SSD - 16GB RAM - 1920x1080 FHD - Webcam - Backlit Keyboard - Windows 10 Pro",489,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 4.1400Webcam: YesModel #: 5501-i7-512-16-fhd-a-10Return Policy: View Return Policy
665,"Acer Laptop Swift Go 14 Intel Core i7 13th Gen 13700H (2.40GHz) 16 GB LPDDR5 Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Touchscreen Windows 11 Home 64-bit SFG14-71T-71SZ",$949.99 ,,,Type: Home / PersonalResolution: 1920 x 1200Weight: 2.76 lbs.Graphics Card: Intel Iris Xe GraphicsModel #: NX.KF5AA.003Item #: N82E16834360291Return Policy: Standard Return Policy
666,"Acer Nitro 5 Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-11800H Upto 4.6GHz, 16GB RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 3050 Ti Laptop GPU, HDMI, Wi-Fi, Bluetooth, Windows 11 Home",946.79,,,Resolution: 1920 x 1080Weight: 5 - 5.9 lbs.Color: BlackOperating System: Windows 11 HomeModel #: Nit3050Tii7-16512nHReturn Policy: View Return Policy
667,"Lenovo IdeaPad 3i Laptop for Business & Student, 14"" FHD Display, 11th Gen Intel Core i3-1115G4, 8GB RAM, 256GB RAM+1TB HDD, HDMI, WiFi 6, Webcam, SD Card Reader, Mytrix HDMI Cable, Win 11",345.99,,,Type: Work / BusinessColor: GrayModel #: 850001896313Item #: 9SIA6V6JJH6369Return Policy: View Return Policy
668,"Lenovo X1 Yoga Gen 6 (ThinkPad), 2 in 1, Laptop, 14"" WQUXGA 4K, Touchscreen, Core i7 11th Gen., Iris Xe, 16GB, 512GB PCIe, Cam, Backlit KBD, Fingerprint, Windows 10 Pro, 2-Yr Lenovo WTY- 20Y0S3QU00","1,499.00",,,Type: Work / BusinessResolution: 3840 x 2400Weight: 3 lbsGraphics Card: Intel Iris Xe GraphicsModel #: 20Y0S3QU00Item #: 9SIAHKVH031946Return Policy: View Return Policy
669,"ASUS Vivobook Laptop for Business & Student, 14"" HD NanoEdge Display, AMD Ryzen 3 3250, 20GB RAM, 1TB PCIe SSD+1TB HDD, USB-C, HDMI, WiFi, MicroSD Card Reader, Mytrix HDMI Cable, Win 11",474.99,,,Type: Work / BusinessColor: GrayModel #: 850001899765Item #: 9SIA6V6JUJ8795Return Policy: View Return Policy
670,"Refurbished Thinkpad T430 i5 3320M 4G 250G 14"" HD+ (1600x900) W10 Pro DVDRW CAM Lenovo Business Laptop - FREE Carrying Case",309,rated 4.5 out of 5,2,Type: Everyday ValueResolution: 1600 x 900Weight: 4 - 4.9 lbs.Graphics Card: Intel HD Graphics 4000Model #: NLENT4302349RC8Item #: 9SIA77G5UR1064Return Policy: View Return Policy
671,"MSI Summit 2-in-1 Laptop 16"" QHD+ Touchscreen Display | Intel Core i7-1195G7 |16GB Memory | 1TB SSD | Intel Iris Xe Graphics| Windows 10 Pro| MSI Stylus Pen | Backlit Keyboard | Fingerprint Reader","1,049.99",,,Type: Everyday ValueColor: BlackOperating System: Windows 10 ProScreen: 16Model #: MSI/16/1024/MItem #: 9SIAEYJJKH7565Return Policy: View Return Policy
672,"Refurbished Dell Latitude 5501 15.6"" FHD Business Laptop - 9th Gen i7-9850H 6 Core Processor (speeds upto 4.60GHz), 32GB DDR4 Memory, 512GB SSD, WebCam, Windows 10 Pro, Under Dell Warranty until FALL 2022",445,,,Type: WorkstationResolution: 1920 x 1080Graphics Card: Intel® UHD Graphics 630Part Number: 5501 Carbon Fiber Reinforced Polymer LCD BackModel #: DELL 5501 I7-9850HReturn Policy: View Return Policy
