ID,Name,Price ($),Rating,Number of Ratings,Product Info
1447,"Refurbished Dell XPS 13 9360 13.3"" Laptop NON-TOUCH i7 7500U 1920X1200 8GB Ram 256GB SSD Win10 Pro",599,,,Resolution: 1920 x 1200Display Type: Wide UXGAVideo Memory: Shared system memoryCore Name: Kaby LakeModel #: XPS 9360Item #: 9SIAM2HJJE3386Return Policy: View Return Policy
1448,"2023 ASUS ROG Zephyrus 14 WQXGA 120Hz Gaming Laptop, AMD Ryzen 9 6900HS, 16GB DDR5 Memory 1TB PCIe 4.0 SSD, AMD Radeon RX 6700S 8GB GDDR6 Graphics, Backlit KYB, WiFi 6E, BT 5.2, Win 11 Home","1,339.00",,,Type: GamingResolution: 2560 x 1600Weight: 3.64 lbsMemory Speed: DDR5 4800Model #: 003711-16-1024Return Policy: View Return Policy
1449,"VAIO 15.6"" FE Series Notebook, FHD, Intel Core i5-1135G7, Quad Core, 16GB RAM, 512GB SSD, Fingerprint Scanner, THX Spatial Audio, 2MP Camera, HDMI, Windows 11 Home, Silver Laptop",599,,,Type: Everyday ValueModel #: VWNC51518-SLReturn Policy: View Return Policy
1450,"2022 Newest Dell Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 16GB RAM, 512GB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",674.79,,,Type: Everyday ValueResolution: 1920 x 1080Display Type: FHDColor: BlackModel #: INSPIRON4174-C_CTO_N1Return Policy: View Return Policy
1451,"Dell Inspiron 7620, 16 inch 3K QHD+ 3072 x 1920 Laptop,12th Gen Intel Core i7-12700H 14-Core Processor,32GB DDR5 RAM,2TB SSD,Intel HD Graphics,Wifi-AX, BlueTooth,HDMI,Windows 11 Pro","1,199.99",,,Type: Work / BusinessResolution: 3072 x 1920Weight: 4.5Graphics Card: Intel HD GraphicsModel #: DELL7620322TBSDNWItem #: 9SIAE4NJSS7072Return Policy: View Return Policy
1452,"Refurbished Dell Precision 7000 7540 Workstation Laptop (2019) | 15.6"" FHD | Core i9 - 1TB SSD - 64GB RAM - RTX 3000 | 8 Cores @ 4.8 GHz","1,425.00",,,Type: WorkstationResolution: 1920 x 1080Part Number: Precision 7540 LaptopWLAN: 802.11ac Wireless LANModel #: 196105550288Item #: 9SIB9ADJ6T4060Return Policy: View Return Policy
1453,"Microsoft Surface Pro 8 8PT-00017 Intel Core i5 11th Gen 1135G7 (2.40GHz) 16 GB Memory 256 GB SSD Intel Iris Xe Graphics 13"" Touchscreen 2880 x 1920 Detachable 2-in-1 Laptop Windows 11 Home Intel Evo",999,rated 2 out of 5,1,Battery Life: Up to 16 hours of typical device usageGraphics Card: Intel Iris Xe GraphicsWeight: 1.96 lbs.Color: GraphiteModel #: 8PT-00017Return Policy: View Return Policy
1454,"Refurbished Dell Latitude 5401 Laptop FHD 14"" Core i7 9th Gen - i7-9850H 2.6Ghz 32GB 1TB SSD Nvidia GeForce MX150 2GB  Windows 10 Pro",699,,,Type: MainstreamResolution: 1920 x 1080Part Number: Latitude 5401 LaptopWLAN: 802.11ac Wireless LANModel #: DL5401i79321TBMX150Return Policy: View Return Policy
1455,"Refurbished Dell Latitude 5000 5431 Laptop (2022) | 14"" HD | Core i7 - 512GB SSD - 16GB RAM | 12 Cores @ 4.8 GHz - 12th Gen CPU","1,395.55",,,Type: WorkstationResolution: 1366 x 768Part Number: Latitude 5431 LaptopWLAN: 802.11ac Wireless LANModel #: 196105386894Item #: 9SIA77GJNA8309Return Policy: View Return Policy
1456,"Lenovo X1 Yoga Gen 6 (ThinkPad), 2 in 1, Laptop, 14"" WQUXGA 4K, Touchscreen, Core i7 11th Gen., Iris Xe, 16GB, 512GB PCIe, Cam, Backlit KBD, Fingerprint, Windows 10 Pro, 2-Yr Lenovo WTY- 20Y0S3QU00",,,,
1457,"Lenovo Thinkpad 13 FHD (1920x1080) 13.3"" IPS Grade A Business Laptop, Intel 7th Gen Celeron 3865U Professor, 1.8GHz Base Frequency, 16GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,
1458,"HP EliteBook 830 G6 13.3"" FHD Grade A Business Laptop, Intel Core i7-8665U Processor, 1.9GHz Base Frequency, 8GB DDR4 RAM, 512GB Solid State Drive, Wi-Fi, Bluetooth, Camera, Windows 10 Pro 64 bit",,,,
1459,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro","2,049.99",,2,
1460,"Lenovo Thinkpad T480s 14"" Full HD 1920 x 1080 Ultrabook- 8th Gen Intel QUAD Core i5-8350U 1.7GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth, Webcam Windows 10 Pro",269.9,,,
1461,"Lenovo ThinkPad L380 Yoga 2-in-1 Laptop, 13.3"" FHD Touchscreen, Intel Core i5-8250U, 16GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, for Education, Gaming, Business, Windows10 Pro 64 bit",279.9,,,
1462,"Lenovo Legion 5 17.3"" FHD 144Hz (AMD 8-Core Ryzen 7 5800H, 64GB RAM, 2TB PCIe SSD, NVIDIA GeForce RTX 3050 4GB) Gaming Laptop, Backlit Keyboard, Free Sync, Win 11 Home (82K000ANUS)","1,299.99",,,"Resolution: 1920 x 1080Part Number: 82K000ANUSOperating System: Windows 11 HomeCPU: AMD Ryzen 7 5800H (8C / 16T, 3.2 / 4.4GHz, 4MB L2 / 16MB
L3)Model #: 17.3 Legion 5 R7 64 2Return Policy: View Return Policy"
1463,"HP Zbook 15 G3 15.6 FHD Laptop, Core i7-6820HQ 2.7GHz, 32GB, 1TB Solid State Drive, Windows 10 Pro 64Bit, CAM, NVIDIA Quadro M1000M (RENEWED)",779,,,Type: MainstreamModel #: -0815WZKCJItem #: 9SIAHSBHP96483Return Policy: View Return Policy
1464,"Lenovo IdeaPad 3 Business Laptop, 15"" HD Touch Display, Intel Core I3-10110U Upto 4.1GHz, 20GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Pro/Lone Star Computer Mouse Pad",609.99,,,Color: BlueOperating System: Windows 11 ProDisplay Type: HDResolution: 1366 x 768Model #: fzjlenovoi310110U24Return Policy: View Return Policy
1465,"HP 17.3"" Touch-Screen Customized Laptop | AMD 6-Core Ryzen 5 5500U(beats Intel i5-1135G7) |   32GB DDR4 RAM 1024GB  SSD | Wi-Fi | Bluetooth 5 | Windows 10 | Silver",799,,,Type: Everyday ValueResolution: 1600x900Weight: 5 - 5.9 lbs.Graphics Card: AMD Radeon GraphicsModel #: A03206-32-1024-0-SReturn Policy: View Return Policy
1466,"Refurbished Dell XPS 15 9520 Laptop (2022) | 15.6"" FHD+ | Core i7 - 512GB SSD - 16GB RAM - RTX 3050 | 14 Cores @ 4.7 GHz - 12th Gen CPU","1,239.00",,,Type: WorkstationResolution: 1920 x 1200Part Number: XPS 9520 LaptopWLAN: 802.11ac Wireless LANModel #: NWG-5NIGMWAMGECERUD4-NEW-REF-LAP-DLItem #: 9SIACYBJSW3248Return Policy: View Return Policy
1467,Acer Spin 5 Laptop Intel i7-8550U 1.80GHz 8GB Ram 256GB SSD Windows 10 Pro (Renewed) (NX.GR7AA.015),583,,,Type: MainstreamModel #: NX.GR7AA.015-0Item #: 9SIAKVHHF98838Return Policy: View Return Policy
1468,"Refurbished Panasonic Toughbook CF-54 MK2, A Grade, Core i7, 14"" HD, Long Life Battery, Semi-Rugged Laptop, 16GB, 512GB SSD, Serial Port, Backlit Keyboard, Windows 10 Pro 64-bit, 90-Day WTY","1,599.00",,,Type: Work / BusinessResolution: 1366 x 768Weight: 4 - 4.9 lbs.Graphics Card: Intel HD Graphics 520Model #: 54276-16512-NBSX-NLLB-REReturn Policy: View Return Policy
1469,Refurbished HP Elite Dragonfly G3 Laptop 13.5 WUXGA Touch LCD i5-1245U 16GB 256GB - WARRANTY,859.99,,,Type: Home / PersonalModel #: 6F7X4UTR#ABAItem #: 9SIACNFJXZ9187Return Policy: View Return Policy
1470,"Refurbished Panasonic Toughbook CF-31 MK5, 13.1"", Touch, 4G LTE, GPS, Cam, DVD, Core i5-5300U, 8GB, 256GB SSD, Backlit Keyboard, Win10 Pro, Fully Rugged Laptop - PC",549,rated 5 out of 5,1,Color: Black / SilverCosmetic Condition: Grade AOptical Drive Type: DVD Super MultiWLAN: YesModel #: CF-31-mk5-256-8-CAM-GPSReturn Policy: View Return Policy
1471,"Lenovo Legion Pro 5i Gaming Laptop, 16"" WQHD IPS 165Hz Display, GeForce RTX 4070, Intel 13th Gen i9-13900HX, 32GB DDR5 RAM, 2TB SSD, Webcam, 4-Zone RGB Backlit KB, Wi-Fi 6E, Windows 11 Home","2,549.00",,,Type: GamingResolution: 2560 x 1600Display Type: WQHDColor: BlackModel #: LEGION6194-C_CTO_N1Item #: 9SIB0GJJRV1079Return Policy: View Return Policy
1472,"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6 144Hz FHD Display, 12th Gen Intel Core i7-12650H, RTX 3050 Ti 6GB GDDR6, 64GB DDR4  2TB PCIe SSD, Thunderbolt 4 Backlit Keyboard Win11","1,599.99",rated 5 out of 5,20,Type: GamingResolution: 1920 x 1080Weight: 5 - 5.9 lbs.LCD Features: LED backlightModel #: TUF-131XRGAC1461Return Policy: View Return Policy
1473,"Dell Latitude 5420 14"" FHD Laptop i7-1165G7 16GB 512GB SSD Windows 10 Pro 2Y6TR",$949.99 ,rated 4.5 out of 5,2,Type: Work / BusinessResolution: 1920 x 1080Graphics Card: Intel Iris Xe GraphicsMemory Speed: DDR4 3200Model #: 2Y6TRItem #: 9SIAAUAFY65319Return Policy: View Return Policy
1474,"Microsoft Surface Laptop Studio Intel Core i7 11th Gen 11370H (3.30GHz) 32GB Memory 2 TB SSD NVIDIA GeForce RTX 3050 Ti Laptop GPU 14.4"" Touchscreen 2400 x 1600 Convertible 2-in-1 Laptop Windows 11 Pr","3,026.99",,,Battery Life: Up to 18 hours of typical device usageGraphics Card: NVIDIA GeForce RTX 3050 Ti Laptop GPUWeight: 4.00 lbs.Color: PlatinumModel #: AI5-00001Item #: N82E16834736504Return Policy: Standard Return Policy
1475,LG - gram 17 Laptop - Intel Evo Platform 13th Gen Intel Core i7 with 16GB RAM - 1TB NVMe SSD 17Z90R-K.AAB8U1 Notebook PC,"2,199.99",,,Type: Everyday ValueModel #: 17Z90R-K.AAB8U1 0Item #: 9SIA8X5JXU7334Return Policy: View Return Policy
1476,"Lenovo IdeaPad 3 17.3"" Full HD (1920 x 1080) Laptop,AMD Ryzen 5 5625U 6-Core Processor,16GB DDR4 RAM,512GB SSD,AMD Radeon Graphics,Wifi-AX,Bluetooth,Windows 11 Pro",649.99,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 4.85Graphics Card: AMD Radeon GraphicsModel #: LEN317RYZ516512SDReturn Policy: View Return Policy
1477,"Dell XPS 13 13.4"" FHD+ Laptop - 12th Gen Intel Evo i7 - 32GB Memory - Intel Iris Xe Graphics - 1TB SSD - Sky Notebook PC XPS9315-7725SKY-PUS","1,259.99",,,Type: Everyday ValueModel #: XPS9315-7725SKY-PUS-0Item #: 9SIA8X5JXU6600Return Policy: View Return Policy
1478,"Lenovo IdeaPad 3i Laptop, 14"" FHD Display, Intel Core i5-1235U Processor, 16GB RAM, 1TB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Webcam, Wi-Fi 6, Windows 11 Home, Blue",639,,,"Type: Home / PersonalResolution: 1920 x 1080LCD Features: Anti-glare, IPS, 300 NitsWLAN: 802.11ax Wireless LANModel #: 196800581952Return Policy: View Return Policy"
1479,"Refurbished 2020 Dell Precision 7550 Laptop 15.6"" - Xeon W-10855M - Six Core 5.1Ghz - 1TB SSD - 64GB RAM - Nvidia Quadro T2000 - 3840x2160 4K - Windows 10 Pro","1,539.00",,,Type: WorkstationResolution: 3840 x 2160Part Number: Precision 7550 LaptopWLAN: 802.11ac Wireless LANModel #: 196105037437Item #: 9SIACYBJV22473Return Policy: View Return Policy
1480,"Dell - XPS 15 15.6"" FHD+ Laptop - Intel Core i7 - Intel Evo Design - 16GB Memory - NVIDIA GeForce RTX 4050 - 1TB SSD - Platinum Silver XPS9530-7701SLV-PUS Notebook PC","2,499.99",,,Type: Everyday ValueModel #: XPS9530-7701SLV-PUSItem #: 9SIA8X5JXU6586Return Policy: View Return Policy
1481,"Refurbished HP 14"" HD Laptop | Intel Core i5-1135G7 | 8GB Memory | 256GB SSD | Windows 10 Home | Digi Camo",339.99,,,"Color: CamouflageCPU: 11th Generation Intel Core i5-1135G7Screen: 14""Model #: Intel Core i5-14Item #: 9SIAEYJJ2C6269Return Policy: View Return Policy"
1482,"Open Box MSI Creator Z16 Laptop Fujiwara Hiroshi Limited Edition Intel Core i7 11th Gen 11800H (2.30GHz) 16GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3060 Laptop GPU 16.0"" Windows 10 Pro 64-bit A11UE-226","$2,699.00 ",,,"Type: Content CreationResolution: 2560 x 1600Weight: 4.84 lbs.Graphics Card: NVIDIA GeForce RTX 3060 Laptop GPU
Max GPU Power with Dynamic Boost 65WModel #: Creator Z16 A11UE-22Item #: N82E16834156073RReturn Policy: Standard Return Policy"
1483,"Lenovo - Legion Slim 5 16"" Gaming Laptop 1920 x 1200- Ryzen 5 7640HS with 16GB Memory - NVIDIA GeForce RTX 4060 - 512GB Storage - Storm Grey Notebook PC 82Y9000QUS","1,669.99",,,Model #: 82Y9000QUSItem #: 9SIA8X5JXT9532Return Policy: View Return Policy
1484,"HP Pavilion 15.6"" Full HD(1920 x 1080) Touchscreen IPS Micro-Edge Display Laptop | AMD Ryzen 7 4700U 8-Core | 32GB DDR4 | 1TSSD NVMe SSD | AMD Radeon Graphics | HD camera | Windows 10 S",$769.99 ,rated 5 out of 5,1,Type: Everyday ValueResolution: 1920 x 1080Webcam: YesDisplay Type: Full HDModel #: 15.6/Ryzen7/32G/1TSSDReturn Policy: View Return Policy
1485,"GIGABYTE AORUS 15G YC - 15.6"" FHD IPS Anti-Glare 240Hz - Intel Core i7-10870H - NVIDIA GeForce RTX 3080 Laptop GPU 8GB GDDR6, 32GB RAM, 1TB SSD, Win10 Home - Gaming Laptop (AORUS 15G YC-8US2450SH)","3,894.98",rated 4.4 out of 5,109,Resolution: 1920 x 1080Weight: 4.51 lbs.Color: BlackOperating System: Windows 10 Home 64-bitModel #: 15G YC-8US2450SHReturn Policy: View Return Policy
1486,"Lenovo ThinkPad E15 Gen 4 15.6"" FHD IPS Business Laptop (Intel i7-1255U 10-Core 1.70GHz, Intel Iris Xe, 40GB RAM, 512GB PCIe SSD, WiFi 6E, BT 5.3, Thunderbolt 4, RJ-45, HDMI, Webcam, Win11Pro)","1,199.99",rated 5 out of 5,1,Type: Work / BusinessResolution: 1920 x 1080Memory Speed: DDR4WLAN: Wi-Fi 6E AX211Model #: ME-14073528702Return Policy: View Return Policy
1487,"Refurbished ASUS - ROG 13.4"" Touchscreen Gaming Tablet - Intel Core i9 - 16GB Memory - NVIDIA RTX3050 Ti V4G Graphics - 1TB SSD - BLACK Laptop Notebook GZ301ZE-Z13.I93050T","$1,671.99 ",,,Model #: GZ301ZE-Z13.I93050T OBItem #: 9SIA8X5JJY3424Return Policy: View Return Policy
1488,"Dell - XPS 15 15.6"" FHD+ Laptop - Intel Evo i7 - Intel Evo Design - Intel Arc A370M - 16GB Memory - 512GB SSD - Platinum Silver XPS9530-7718SLV-PUS","1,249.99",,,Type: Everyday ValueModel #: XPS9530-7718SLV-PUSItem #: 9SIA8X5JXU6596Return Policy: View Return Policy
1489,"Dynabook Laptop Tecra Intel Core i7 11th Gen 1165G7 (2.80GHz) 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Pro 64-bit A40J",559,,,Resolution: 1920 x 1080Weight: 3.20 lbs.Graphics Card: Intel Iris Xe GraphicsPart Number: PMM10U-0CW049Model #: PMM10U-0CW049Item #: 9SIACYBJNT9031Return Policy: View Return Policy
1490,"2023 ASUS ROG Zephyrus 14 WQXGA 120Hz Gaming Laptop, AMD Ryzen 9 6900HS, 40GB DDR5 Memory 1TB PCIe 4.0 SSD, AMD Radeon RX 6700S 8GB GDDR6 Graphics, Backlit KYB, WiFi 6E, BT 5.2, Win 11 Home 1 TB 40GB","1,424.49",,,Type: GamingResolution: 2560 x 1600Weight: 3.64 lbsMemory Speed: DDR5 4800Model #: 003711-40-1024Return Policy: View Return Policy
1491,"Refurbished HP 14-dq0725ds 14"" HD TS Laptop Pentium N5030 1.1GHz 4GB 64GB W11H S",186.99,,,Type: Everyday ValueWeight: 3.2400Part Number: 760A9UAR#ABAColor: PinkModel #: 760A9UAR#ABAReturn Policy: View Return Policy
1492,"Open Box GIGABYTE AERO 15 OLED YD - 15.6"" UHD 4K AMOLED, Intel Core i7 11th Gen 11800H, NVIDIA GeForce RTX 3080, 8GB GDDR6, 16GB RAM, 1TB SSD, Win10 Pro, Creator & Gaming Laptop (AERO 15 OLED YD-73US624SP)","$2,999.00 ",,,Resolution: 3840 x 2160Weight: 4.40 lbs.Color: BlackOperating System: Windows 10 Pro 64-bitModel #: AERO 15 YD-73US624SPItem #: N82E16834233444RReturn Policy: Standard Return Policy
1493,"Refurbished HP EliteBook 850 G5 15.6"" Laptop, Intel i7 8650U 1.9GHz, 16GB DDR4 RAM, 256GB NVMe M.2 SSD, 1080p Full HD, USB C Thunderbolt 3, Webcam, Windows 10 Pro (Grade B)",419.99,,,Type: MainstreamResolution: 1920 x 1080Graphics Card: Intel UHD Graphics 620LCD Features: LED backlightModel #: DPC-20213Item #: 9SIADUMJTU7856Return Policy: View Return Policy
1494,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home Notebook PC",385.99,,,Type: Everyday ValueModel #: A515-56-347N 2Return Policy: View Return Policy
1495,"Open Box Razer Blade 16 - 16"" DUAL-MODE (UHD+ 120Hz/FHD+ 240Hz) Mini-LED - 13th Gen Intel Core i9 13950HX - NVIDIA GeForce RTX 4070 - 32GB DDR5 - 1TB PCIe SSD - Win11 Home - Gaming Laptop (RZ09-0483SEJ3-R3U1)","$3,299.99 ",,,Resolution: 3840 x 2400Weight: 5.40 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: RZ09-0483SEJ3-R3U1Item #: N82E16834326095RReturn Policy: Standard Return Policy
1496,"Microsoft Surface Laptop Go 2 12.4"", Touchscreen, Intel i5-1135G7, Intel UHD Graphics, 8GB RAM, 128GB PCIe SSD, Ice Blue, with MTC Stylus Pen",639,,,Type: MainstreamModel #: -0B9GRJWL6Return Policy: View Return Policy
1497,"Microsoft Surface Laptop Studio Intel Core i7 11th Gen 11370H (3.30GHz) 32GB Memory 1 TB SSD NVIDIA RTX A2000 Laptop GPU 14.4"" Touchscreen 2400 x 1600 Convertible 2-in-1 Laptop Windows 11 Pro AIC-0000","3,215.99",,,Battery Life: Up to 18 hours of typical device usageGraphics Card: NVIDIA RTX A2000 Laptop GPUWeight: 4.00 lbs.Color: PlatinumModel #: AIC-00001Item #: N82E16834736503Return Policy: Standard Return Policy
1498,"Lenovo X1 Yoga Gen 6 (ThinkPad), 2 in 1, Laptop, 14"" WQUXGA 4K, Touchscreen, Core i7 11th Gen., Iris Xe, 16GB, 512GB PCIe, Cam, Backlit KBD, Fingerprint, Windows 10 Pro, 2-Yr Lenovo WTY- 20Y0S3QU00",,,,
1499,"Lenovo Thinkpad 13 FHD (1920x1080) 13.3"" IPS Grade A Business Laptop, Intel 7th Gen Celeron 3865U Professor, 1.8GHz Base Frequency, 16GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,
1500,"HP EliteBook 830 G6 13.3"" FHD Grade A Business Laptop, Intel Core i7-8665U Processor, 1.9GHz Base Frequency, 8GB DDR4 RAM, 512GB Solid State Drive, Wi-Fi, Bluetooth, Camera, Windows 10 Pro 64 bit",,,,
1501,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro","2,049.99",,2,
1502,"Lenovo Thinkpad T480s 14"" Full HD 1920 x 1080 Ultrabook- 8th Gen Intel QUAD Core i5-8350U 1.7GHz  16 GB RAM DDR4 512 GB SSD,Wi-Fi, Bluetooth, Webcam Windows 10 Pro",269.9,,,
1503,"Lenovo ThinkPad L380 Yoga 2-in-1 Laptop, 13.3"" FHD Touchscreen, Intel Core i5-8250U, 16GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, for Education, Gaming, Business, Windows10 Pro 64 bit",279.9,,,
1504,New ASUS TUF Gaming 15.6 laptop/15.6 in Full HD LED display/Intel Core i7-10870H processor/16GB DDR4/512GB SSD/NVIDIA GeForce GTX 1660Ti/RGB Backlit Keyboard/Windows 10 Home,939.99,rated 3 out of 5,1,"Color: GrayOperating System: Windows 10, 64-bitCPU: Intel Core i7-10870H up to 5.00 GHzScreen: 15.60 in Full HD LED display (1920 x 1080)Model #: Asus TUF 16512 1660TiItem #: 9SIAEYJE5G9618Return Policy: View Return Policy"
1505,"HP ProBook Laptop Computer 14"" FHD Intel Core i5 16 GB memory; 512 GB SSD","1,245.08",,,Type: Work / BusinessWeight: 3.0300 lbPart Number: 6N172UA#ABAWLAN: Realtek Wi-Fi 6 RTL8852BE (2x2) and Bluetooth® 5.3 wireless cardModel #: 6N172UA#ABAItem #: 9SIAR0TJS24299Return Policy: View Return Policy
1506,"SAMSUNG Galaxy Book2 Pro 13.3 256GB Laptop Computer w/ 8GB RAM, 12th Gen Intel Core i5 Evo Certified Processor, AMOLED Screen, Long Lasting Battery, Thin Design, 2022, US Version,  (NP930XED-KF2US)","1,044.99",,,Type: MainstreamModel #: NP930XED-KF2US-0Return Policy: View Return Policy
1507,"Open Box GIGABYTE AORUS 5 SE4 - 15.6"" FHD 1920x1080 360Hz- Intel Core i7-12700H - NVIDIA GeForce RTX 3070 Laptop GPU 8GB GDDR6 - 16GB DDR4 RAM - 512GB SSD - Win11 Home - Gaming Laptop (AORUS 5 SE4-73US513SH)","$1,599.00 ",,,Resolution: 1920 x 1080Weight: 5.07 lbs.Color: BlackOperating System: Windows 11 Home 64-bitModel #: AORUS 5 SE4-73US513SHItem #: N82E16834725205RReturn Policy: Standard Return Policy
1508,"ASUS ROG Zephyrus G15 Ultra Slim Gaming Laptop, 15.6"" 165Hz QHD, GeForce RTX 3060, AMD Ryzen 9 5900HS, 16GB DDR4, 512GB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Eclipse Gray, GA503QM-BS94Q","1,279.99",rated 4.1 out of 5,27,Resolution: 2560 x 1440Weight: 4.19 lbs.Part Number: 90NR04X2-M02870Color: Eclipse GrayModel #: GA503QM-BS94QItem #: 9SIAEYJJFA6108Return Policy: View Return Policy
1509,"New Acer Aspire Vero 15.6"" FHD Laptop | Intel Core i7-1195G7 Processor | 24GB RAM | 1TB SSD | Windows 11 Home | Backlit Keyboard | Vero Sleeve | Bundle with Mouse Pad",759.99,,,Type: Everyday ValueColor: GrayOperating System: Windows 11 HomeScreen: 15.6Model #: AcerV/24/1024/MPReturn Policy: View Return Policy
1510,"HP ProBook 440 G5 14"" Laptop, Intel Core i5, 16GB RAM, 256GB SSD, Win11 Pro.",$339.00 ,,,Type: MainstreamResolution: 1920 x 1080Weight: 4.0Graphics Card: Intel HD GraphicsModel #: H10680Return Policy: View Return Policy
1511,"Refurbished Dell Latitude E6520 15.6"" LED Laptop Intel Core i5 Mobile CPU 16GB 512 SSD DVD-R WiFi Bluetooth Windows 10 Pro",189,,,Type: Everyday ValueResolution: 15.6in HD Backlit LED LCD DisplayWeight: 8 - 8.9 lbs.Graphics Card: IntergratedModel #: DellE6520_33Return Policy: View Return Policy
1512,"ASUS ROG Zephyrus G14 GA401Q Gaming & Entertainment Laptop (AMD Ryzen 7 5800HS 8-Core, 14.0"" 144Hz Full HD (1920x1080), GeForce RTX 3060, 16GB RAM, 512GB SSD, Backlit KB, Wifi, Win 11 Home)","$1,099.99 ",,,Resolution: 1920 x 1080Color: WhiteNumber of Cores: 8-core ProcessorTurbo Frequency: 4.4 GHzModel #: ME-131862Return Policy: View Return Policy
1513,"Refurbished HP Envy x360 2in1 Laptop 15-es2083cl Intel Core i7 12th Gen 1260P (2.10GHz) 16GB Memory 1TB PCIe Gen4 NVMe M.2 SSD Intel Iris Xe Graphics 15.6"" Touchscreen 1920 x 1080 Convertible Windows 11 Home",756.91,,,Graphics Card: Intel Iris Xe GraphicsWeight: 5.35 lbsOperating System: Windows 11 HomeCPU: Intel Core i7-1260PModel #: 6X1M4UAR#ABAReturn Policy: View Return Policy
1514,"Refurbished Panasonic Toughbook CF-31 MK4, i5-3340M @2.8GHz, 13.1"" XGA Touchscreen, 16GB, 1 TB SSD, WiFi, Bluetooth,  Windows 10 Pro",669.99,,,Color: Black / SilverCosmetic Condition: Grade AResolution: 1024 x 768WLAN: YesModel #: CF-31W-16-1TBReturn Policy: View Return Policy
1515,"HP 17 Laptop, 17.3"" IPS FHD Display, Intel Core i3-1115G4 Upto 4.1GHz, 8GB RAM, 1TB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Windows 11 Home",596.99,,,Type: MainstreamResolution: 1920 x 1080Weight: 5 - 5.9 lbs.Graphics Card: Intel UHD GraphicsModel #: 17byi311G4-81nHItem #: 9SIAKKBJ2U9344Return Policy: View Return Policy
1516,"Lenovo Laptop IdeaPad 5 15ALC05 82LN00NDCC AMD Ryzen 5 5000 Series 5500U (2.10GHz) 8GB Memory 256 GB PCIe SSD AMD Radeon Graphics 15.6"" Windows 11 Home 64-bit",473.17,,,Type: Work / BusinessResolution: 1920 x 1080Weight: 3.66 lbs.Graphics Card: AMD Radeon GraphicsModel #: 82LN00NDCCItem #: 9SIAFVFHCK8877Return Policy: View Return Policy
1517,"ASUS TUF Dash 15.6"" 144Hz Gaming Laptop, FHD IPS Display, 64GB DDR5 RAM, 2TB PCIE SSD, NVIDIA GeForce RTX 3070 6GB, Intel 10-Core i7-12650H, Backlit Keyboard, WiFi 6, Windows 11 Home 2 TB 64GB","1,666.69",rated 3 out of 5,1,Type: GamingResolution: 1920 x 1080Weight: 4.41lbsMemory Speed: DDR5 4800Model #: 003722-64-2048Item #: 9SIB337JUX1273Return Policy: View Return Policy
1518,"Hyundai Laptop HyBook Intel Celeron N4020 (1.10GHz) 4 GB LPDDR4 Memory 128 GB SSD Intel UHD Graphics 600 14.1"" Windows 10 in S mode HT14CCIC44EGH",155.33,,,Type: Home / PersonalResolution: 1366 x 768Graphics Card: Intel UHD Graphics 600WLAN: 802.11ac Wireless LANModel #: HT14CCIC44EGHReturn Policy: View Return Policy
1519,"Refurbished HP ProBook 640 G4 14"" FHD (1920x1080) Grade A Business Laptop, Intel i5 8350U Processor, 1.7GHz Base Frequency, up to 3.90GHz, 16GB DDR4 RAM, 1TB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",295,,,Type: Work / BusinessResolution: 1920 x 1080Operating System: Windows 10 ProModel #: HP640G4I58350161TBItem #: 9SIBDSAJD49347Return Policy: View Return Policy
